is_explicit,duration_ms,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_ms,time_signature
False,91994,91995,35,0.952,0.44,7,-11.073,1,0.204,0.596,5.84e-06,0.0679,0.873,109.009,91994,91995,4
False,40003,40004,30,0.966,0.584,4,-13.154,1,0.0587,0.67,6.3e-05,0.0598,0.866,109.168,40003,40004,4
False,151693,151693,24,0.883,0.366,2,-15.505,1,0.0923,0.858,0.0,0.0765,0.84,109.915,151693,151693,4
False,68520,68520,22,0.918,0.309,4,-15.539,0,0.0961,0.0378,0.193,0.0953,0.962,105.96,68520,68520,4
False,46306,46307,25,0.617,0.224,9,-15.295,1,0.0691,0.894,0.00137,0.0893,0.575,96.275,46306,46307,4
False,146746,146747,22,0.786,0.291,11,-12.592,1,0.0795,0.628,0.0,0.0977,0.862,199.991,146746,146747,4
False,85346,85347,26,0.502,0.138,9,-15.637,1,0.0407,0.94,7.01e-05,0.11,0.583,81.12,85346,85347,4
False,95600,95600,35,0.945,0.667,8,-6.178,1,0.0852,0.25,0.0,0.301,0.966,110.295,95600,95600,4
False,90176,90177,19,0.391,0.209,5,-14.96,1,0.233,0.951,0.15,0.0918,0.918,176.748,90176,90177,3
False,133241,133241,27,0.716,0.768,7,-6.638,1,0.0884,0.413,2.32e-05,0.129,0.9,144.896,133241,133241,4
False,114000,114000,22,0.952,0.229,7,-13.142,1,0.218,0.798,0.0,0.162,0.775,119.915,114000,114000,4
False,62893,62893,33,0.746,0.223,4,-13.583,1,0.054,0.851,0.0,0.309,0.834,111.662,62893,62893,4
False,44173,44173,21,0.821,0.203,5,-16.187,1,0.04,0.896,0.0,0.146,0.976,111.886,44173,44173,4
False,99200,99200,31,0.756,0.244,0,-12.389,1,0.0701,0.878,0.655,0.146,0.738,200.122,99200,99200,3
False,112384,112385,44,0.8,0.257,2,-7.16,0,0.0952,0.894,0.000604,0.116,0.643,120.317,112384,112385,4
False,72173,72173,31,0.854,0.535,4,-7.191,1,0.08,0.671,0.0,0.152,0.833,120.07,72173,72173,4
False,209005,209005,28,0.753,0.634,4,-6.833,0,0.0289,0.126,0.0,0.224,0.779,108.031,209005,209005,4
False,91493,91493,32,0.815,0.187,11,-13.564,0,0.0378,0.84,1.78e-05,0.112,0.571,110.044,91493,91493,4
False,73634,73635,19,0.88,0.426,4,-9.777,1,0.0674,0.925,0.0,0.297,0.991,115.435,73634,73635,4
False,120374,120375,37,0.733,0.899,5,-4.869,1,0.0913,0.117,2.29e-05,0.049,0.924,120.049,120374,120375,4
False,31613,31613,32,0.581,0.214,7,-10.121,1,0.0549,0.486,0.0,0.081,0.654,171.7,31613,31613,4
False,240000,240000,18,0.521,0.196,7,-15.36,1,0.0623,0.632,0.0,0.119,0.258,180.134,240000,240000,4
False,120010,120011,31,0.462,0.307,4,-11.002,1,0.0414,0.757,0.0,0.0971,0.679,178.29,120010,120011,4
False,101028,101029,43,0.822,0.48,5,-10.436,1,0.0349,0.739,9.56e-05,0.149,0.897,144.055,101028,101029,4
False,87973,87973,43,0.807,0.492,0,-7.817,0,0.0348,0.813,1.72e-06,0.116,0.96,129.991,87973,87973,4
False,75200,75201,23,0.931,0.347,0,-12.821,1,0.0979,0.187,4.31e-06,0.11,0.748,99.878,75200,75201,4
False,88772,88773,17,0.88,0.482,1,-9.143,0,0.0397,0.867,4.95e-06,0.184,0.963,135.049,88772,88773,4
False,92503,92503,41,0.782,0.332,1,-11.937,1,0.0507,0.733,0.0223,0.123,0.891,127.007,92503,92503,4
False,85144,85145,18,0.899,0.256,2,-15.217,1,0.0639,0.863,0.0,0.156,0.771,105.91,85144,85145,4
False,82755,82756,16,0.484,0.145,2,-13.388,1,0.0407,0.974,0.71,0.123,0.856,144.65,82755,82756,4
False,198149,198149,44,0.902,0.46,7,-14.296,1,0.0462,0.737,0.377,0.213,0.965,120.116,198149,198149,4
False,61293,61293,19,0.956,0.422,4,-11.277,1,0.0708,0.621,0.0,0.088,0.962,106.021,61293,61293,4
False,98706,98707,18,0.638,0.327,2,-12.55,1,0.0739,0.939,0.0,0.109,0.958,179.608,98706,98707,4
False,63800,63800,24,0.757,0.209,4,-13.829,1,0.0491,0.0945,0.0,0.12,0.961,93.995,63800,63800,4
False,111551,111552,16,0.933,0.352,0,-13.925,1,0.201,0.193,2.25e-06,0.139,0.747,100.014,111551,111552,4
False,75300,75300,20,0.874,0.0885,0,-17.181,1,0.0991,0.962,0.0,0.105,0.893,99.918,75300,75300,4
False,82240,82240,41,0.734,0.0945,7,-9.005,1,0.532,0.948,1.97e-06,0.0648,0.947,120.6,82240,82240,4
False,92693,92693,16,0.774,0.307,0,-12.223,1,0.122,0.888,0.00721,0.0915,0.715,180.074,92693,92693,4
False,69000,69000,30,0.933,0.612,2,-15.367,1,0.0401,0.00103,0.0256,0.135,0.961,120.034,69000,69000,4
False,158363,158364,19,0.886,0.121,7,-14.957,1,0.53,0.936,0.0,0.113,0.593,100.02,158363,158364,4
False,107200,107200,16,0.919,0.34,4,-11.579,1,0.0717,0.873,0.0,0.137,0.979,111.854,107200,107200,4
False,64093,64093,16,0.726,0.339,2,-8.855,1,0.0915,0.866,0.0,0.0841,0.722,65.68,64093,64093,4
False,49253,49253,29,0.928,0.404,0,-7.532,1,0.447,0.77,0.0,0.0865,0.681,122.011,49253,49253,4
False,67400,67400,22,0.764,0.177,2,-14.687,0,0.042,0.884,0.00136,0.119,0.644,100.002,67400,67400,4
False,155878,155878,18,0.791,0.13,0,-13.44,1,0.0347,0.84,0.0,0.25,0.823,94.984,155878,155878,4
False,160052,160052,40,0.831,0.644,0,-8.482,1,0.125,0.47,0.00106,0.238,0.887,117.245,160052,160052,4
False,149263,149264,45,0.85,0.686,6,-3.548,1,0.0525,0.0735,3.62e-05,0.123,0.643,153.862,149263,149264,4
False,187973,187973,33,0.842,0.875,2,-4.55,1,0.0378,0.0633,2.75e-06,0.224,0.966,125.005,187973,187973,4
False,80927,80927,79,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,80927,80927,4
False,196706,196707,26,0.902,0.927,0,-6.695,0,0.0557,0.0831,0.0141,0.256,0.962,127.932,196706,196707,4
False,180088,180088,36,0.821,0.754,9,-5.886,0,0.0325,0.0112,2.46e-05,0.249,0.755,129.941,180088,180088,4
False,187399,187400,47,0.749,0.92,4,-5.034,0,0.0355,0.0535,0.0,0.305,0.978,129.981,187399,187400,4
False,173360,173360,23,0.945,0.696,11,-6.4,1,0.0963,0.2,7.92e-05,0.226,0.936,98.002,173360,173360,4
False,140826,140827,42,0.738,0.448,11,-11.779,0,0.122,0.694,2.71e-06,0.119,0.819,168.786,140826,140827,4
False,233866,233867,52,0.772,0.874,10,-4.164,1,0.139,0.00889,1.54e-06,0.885,0.966,154.015,233866,233867,4
False,152613,152613,42,0.651,0.923,8,-7.457,1,0.148,0.639,0.0,0.133,0.658,131.228,152613,152613,4
False,252680,252680,31,0.642,0.949,2,-7.419,1,0.0325,0.3,0.0,0.744,0.962,134.998,252680,252680,4
False,212266,212267,44,0.82,0.842,9,-3.792,0,0.279,0.64,0.0,0.0771,0.928,95.978,212266,212267,4
False,173750,173751,21,0.613,0.745,0,-6.9,1,0.0248,0.0079,1.41e-06,0.212,0.181,136.042,173750,173751,4
False,166022,166023,29,0.832,0.827,10,-6.722,1,0.0417,0.267,0.0,0.31,0.963,123.05,166022,166023,4
False,38533,38533,31,0.685,0.282,0,-9.815,1,0.43,0.297,3.58e-06,0.101,0.683,187.563,38533,38533,4
False,207973,207973,45,0.798,0.801,2,-6.758,0,0.225,0.115,0.0,0.191,0.799,149.905,207973,207973,4
False,152853,152853,32,0.936,0.49,6,-7.849,1,0.0406,0.297,0.0,0.339,0.975,99.864,152853,152853,4
False,51866,51867,21,0.774,0.403,5,-14.236,1,0.0404,0.132,0.0,0.115,0.648,108.091,51866,51867,4
False,147692,147692,36,0.446,0.317,2,-11.186,1,0.158,0.618,0.0,0.147,0.558,208.064,147692,147692,4
False,236706,236707,34,0.833,0.312,0,-9.56,1,0.138,0.747,0.0,0.0393,0.91,123.929,236706,236707,4
False,180693,180693,41,0.847,0.801,8,-8.475,1,0.062,0.648,5.43e-06,0.101,0.798,134.051,180693,180693,4
False,277226,277227,13,0.701,0.989,11,-5.745,0,0.0391,0.121,0.00241,0.1,0.967,113.977,277226,277227,4
False,182352,182352,11,0.728,0.809,0,-7.568,1,0.172,0.132,0.0,0.0987,0.958,121.751,182352,182352,4
False,195638,195638,23,0.714,0.743,9,-6.749,0,0.344,0.167,0.0,0.124,0.475,120.841,195638,195638,4
False,84156,84156,45,0.825,0.828,8,-4.887,1,0.139,0.272,0.0,0.053,0.744,115.045,84156,84156,4
False,179980,179980,47,0.758,0.647,0,-3.938,1,0.0419,0.433,0.0,0.172,0.597,113.932,179980,179980,4
False,177322,177323,80,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177322,177323,3
False,167192,167192,43,0.769,0.711,0,-6.326,1,0.0924,0.233,0.0,0.0885,0.401,118.019,167192,167192,4
False,159626,159627,43,0.508,0.868,8,-3.988,0,0.151,0.183,0.0,0.108,0.522,159.98,159626,159627,4
False,184000,184000,45,0.752,0.794,11,-5.469,0,0.0641,0.0515,1.08e-06,0.0625,0.82,123.987,184000,184000,4
False,193133,193133,39,0.641,0.963,11,-3.761,1,0.0457,4.21e-05,0.000668,0.494,0.965,128.949,193133,193133,4
False,199988,199988,32,0.747,0.691,4,-6.315,1,0.155,0.106,0.0,0.563,0.709,109.048,199988,199988,4
False,212624,212625,32,0.741,0.569,6,-6.567,0,0.0335,0.0665,0.0,0.864,0.679,123.97,212624,212625,4
False,185092,185093,35,0.7,0.453,7,-7.234,0,0.03,0.134,3.87e-05,0.274,0.236,126.483,185092,185093,4
False,171493,171493,39,0.742,0.598,3,-6.534,1,0.0596,0.326,0.0,0.093,0.679,112.537,171493,171493,3
False,109560,109560,31,0.66,0.743,9,-3.696,1,0.227,0.133,0.0,0.191,0.62,87.763,109560,109560,4
False,194848,194848,77,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,194848,5
False,186240,186240,40,0.653,0.788,3,-6.271,1,0.0348,0.0624,0.0,0.0713,0.368,125.963,186240,186240,4
False,180666,180666,38,0.606,0.775,0,-5.667,1,0.0533,0.008,3.97e-06,0.125,0.867,171.001,180666,180666,4
False,237400,237400,67,0.658,0.82,0,-5.825,1,0.0674,0.00816,0.0,0.0839,0.697,112.938,237400,237400,4
False,215354,215354,30,0.779,0.609,4,-6.535,0,0.0418,0.098,0.0,0.325,0.563,127.024,215354,215354,4
False,177053,177053,34,0.556,0.665,1,-4.767,0,0.0297,0.309,0.0,0.223,0.707,95.006,177053,177053,4
False,230290,230291,47,0.675,0.596,6,-6.46,0,0.0429,0.603,0.0,0.0681,0.449,132.954,230290,230291,4
False,178266,178267,34,0.555,0.67,6,-6.744,0,0.0397,0.212,0.0,0.122,0.54,139.971,178266,178267,4
False,176170,176170,35,0.628,0.735,2,-5.357,1,0.0326,0.00151,0.0,0.357,0.584,112.019,176170,176170,4
False,201782,201782,39,0.774,0.729,2,-5.965,0,0.0888,0.202,0.0,0.265,0.464,101.053,201782,201782,4
False,209964,209965,68,0.566,0.543,5,-4.485,1,0.0314,0.613,0.0,0.106,0.299,89.937,209964,209965,4
False,241880,241880,41,0.511,0.555,5,-4.668,1,0.0334,0.605,0.0,0.233,0.317,145.067,241880,241880,4
False,208266,208267,54,0.681,0.874,7,-4.618,1,0.183,0.0471,0.0,0.102,0.927,160.125,208266,208267,4
False,209280,209280,21,0.69,0.814,1,-5.301,1,0.0387,0.0192,0.000774,0.116,0.371,91.997,209280,209280,4
False,192933,192933,24,0.753,0.563,0,-5.219,1,0.0317,0.104,0.0,0.105,0.873,117.039,192933,192933,4
False,197169,197170,12,0.781,0.707,5,-6.405,0,0.0569,0.24,0.00186,0.336,0.726,93.009,197169,197170,4
False,110346,110347,43,0.784,0.51,9,-6.546,1,0.0405,0.0667,0.0,0.0773,0.526,135.909,110346,110347,4
False,273493,273493,39,0.321,0.743,5,-3.855,0,0.0515,0.0376,0.0,0.0645,0.122,113.134,273493,273493,3
False,190173,190173,44,0.605,0.906,8,-2.068,0,0.0411,0.0243,0.0,0.295,0.662,130.06,190173,190173,4
False,124386,124387,53,0.698,0.301,3,-13.063,1,0.03,0.82,2.16e-06,0.2,0.474,115.643,124386,124387,4
False,182413,182413,27,0.565,0.646,5,-6.905,0,0.0571,0.462,1.41e-06,0.37,0.287,90.595,182413,182413,4
False,260372,260373,16,0.626,0.869,11,-5.546,1,0.152,0.142,0.0,0.212,0.678,124.022,260372,260373,4
False,209066,209067,23,0.721,0.364,3,-5.292,0,0.0296,0.831,0.0,0.0934,0.331,114.026,209066,209067,4
False,204533,204533,45,0.807,0.696,9,-3.984,1,0.039,0.00117,0.0,0.0457,0.734,119.033,204533,204533,4
False,224133,224133,57,0.819,0.868,0,-3.862,1,0.22,0.0457,0.0,0.0457,0.794,114.995,224133,224133,4
False,169578,169579,50,0.674,0.784,9,-4.393,1,0.0628,0.00848,0.0,0.0797,0.522,111.887,169578,169579,4
False,215568,215568,33,0.81,0.653,9,-5.242,0,0.0277,0.138,0.000399,0.245,0.691,104.95,215568,215568,4
False,154653,154653,34,0.833,0.727,0,-5.759,0,0.0437,0.0989,0.0,0.119,0.709,105.991,154653,154653,4
False,215315,215316,63,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215315,215316,4
False,157306,157307,42,0.716,0.641,7,-6.397,1,0.0357,0.167,0.0,0.305,0.692,118.021,157306,157307,4
False,228640,228640,22,0.807,0.746,5,-6.355,0,0.111,0.114,1.85e-06,0.607,0.65,119.99,228640,228640,4
False,215586,215587,21,0.714,0.711,0,-5.483,1,0.04,0.525,0.0,0.0575,0.469,100.025,215586,215587,4
False,214053,214053,18,0.605,0.32,7,-7.816,1,0.0292,0.515,0.0,0.136,0.374,95.019,214053,214053,4
False,208920,208920,35,0.609,0.864,4,-4.503,1,0.0515,0.0499,1.68e-06,0.174,0.52,99.98,208920,208920,4
False,174253,174253,38,0.776,0.627,1,-6.013,0,0.0403,0.259,0.0,0.107,0.322,124.062,174253,174253,4
False,175506,175507,66,0.31,0.54,9,-9.629,1,0.346,0.163,0.000129,0.0713,0.148,180.994,175506,175507,4
False,187691,187692,32,0.615,0.739,6,-6.795,0,0.0372,0.167,9.35e-06,0.0897,0.215,98.018,187691,187692,4
False,187626,187627,34,0.499,0.742,9,-3.408,1,0.0875,0.0269,0.0,0.269,0.832,179.759,187626,187627,4
False,220400,220400,23,0.728,0.683,8,-6.897,1,0.0824,0.123,0.0,0.1,0.605,101.012,220400,220400,4
False,182426,182427,31,0.587,0.624,0,-5.756,1,0.0702,0.035,0.0,0.26,0.55,100.036,182426,182427,4
False,153853,153853,42,0.616,0.585,3,-7.226,1,0.0374,0.301,0.0,0.064,0.422,141.99,153853,153853,4
False,242106,242107,19,0.507,0.714,7,-6.932,1,0.0384,0.0728,5.75e-05,0.364,0.216,176.056,242106,242107,4
False,159840,159840,31,0.638,0.893,9,-3.638,0,0.0342,0.147,1.29e-06,0.154,0.556,123.974,159840,159840,4
False,155665,155665,42,0.576,0.794,5,-4.54,1,0.0494,0.0414,0.0,0.116,0.62,123.069,155665,155665,4
False,131333,131333,23,0.671,0.806,1,-3.567,1,0.0711,0.0584,0.0,0.32,0.859,100.042,131333,131333,4
False,182868,182869,46,0.679,0.614,0,-5.376,0,0.0418,0.446,0.0,0.117,0.655,121.996,182868,182869,4
False,177333,177333,31,0.837,0.459,3,-8.712,0,0.23,0.799,0.0,0.0974,0.525,140.129,177333,177333,4
False,156908,156909,43,0.474,0.454,8,-7.347,0,0.0711,0.674,0.0,0.0906,0.149,145.775,156908,156909,3
False,211920,211920,21,0.779,0.435,4,-6.955,1,0.0429,0.482,0.0,0.111,0.204,124.999,211920,211920,4
False,195293,195293,19,0.765,0.895,0,-4.895,1,0.082,0.0984,0.0,0.135,0.872,99.963,195293,195293,4
False,148266,148267,28,0.741,0.709,0,-3.819,0,0.0416,0.0403,0.0,0.0612,0.967,202.197,148266,148267,4
False,191493,191493,27,0.708,0.553,4,-6.347,0,0.0368,0.0982,0.0,0.116,0.234,99.944,191493,191493,4
False,197333,197333,23,0.605,0.69,1,-4.621,1,0.0401,0.0946,0.0,0.126,0.264,139.846,197333,197333,4
False,211840,211840,21,0.507,0.727,2,-6.521,0,0.0577,0.0316,0.0,0.118,0.385,159.836,211840,211840,4
False,177440,177440,27,0.727,0.634,2,-5.089,0,0.0833,0.307,0.0,0.0934,0.362,100.002,177440,177440,4
False,188905,188905,42,0.696,0.301,11,-8.667,0,0.043,0.6,0.0,0.0922,0.188,90.16,188905,188905,4
False,205106,205107,17,0.775,0.572,0,-6.498,1,0.0509,0.24,0.0,0.297,0.483,121.888,205106,205107,4
False,185932,185932,38,0.755,0.518,7,-7.763,1,0.045,0.579,0.0,0.133,0.739,106.002,185932,185932,4
False,176866,176867,39,0.847,0.747,8,-5.756,1,0.0886,0.0502,0.0,0.372,0.67,106.965,176866,176867,4
False,164373,164373,42,0.784,0.789,1,-4.08,1,0.152,0.219,0.0,0.0769,0.808,90.005,164373,164373,4
False,195973,195973,56,0.551,0.811,3,-5.044,1,0.035,0.0132,0.0,0.691,0.651,123.986,195973,195973,4
False,216160,216160,54,0.758,0.719,1,-6.524,0,0.0547,0.185,3.9e-06,0.0717,0.752,124.056,216160,216160,4
False,65293,65293,46,0.68,0.949,0,-3.294,1,0.0557,0.0641,3.02e-05,0.413,0.967,150.063,65293,65293,4
False,249208,249208,24,0.851,0.844,5,-6.926,0,0.0379,0.00481,7.06e-05,0.116,0.964,131.009,249208,249208,4
False,118933,118933,13,0.888,0.836,5,-6.956,0,0.0598,0.21,0.411,0.0618,0.548,122.027,118933,118933,4
False,175088,175089,33,0.897,0.567,4,-5.442,0,0.15,0.0419,0.0,0.255,0.932,122.029,175088,175089,4
False,213746,213747,17,0.513,0.64,5,-6.94,0,0.372,0.212,0.0,0.104,0.716,83.027,213746,213747,4
False,205426,205427,30,0.58,0.833,1,-7.514,0,0.046,0.000872,0.0,0.1,0.846,101.496,205426,205427,4
False,75306,75307,29,0.817,0.777,7,-4.845,1,0.0535,0.0705,0.0,0.0613,0.969,142.006,75306,75307,4
False,132809,132809,15,0.789,0.748,0,-5.956,1,0.0422,0.00222,0.0,0.0876,0.385,135.039,132809,132809,4
False,214965,214965,33,0.603,0.959,2,-4.777,1,0.0874,0.00755,2.26e-06,0.347,0.769,111.996,214965,214965,4
False,83291,83291,51,0.869,0.729,1,-6.616,1,0.0373,0.249,0.0,0.0803,0.793,120.128,83291,83291,4
False,190166,190167,34,0.665,0.911,7,-8.088,1,0.0357,0.124,0.0709,0.0804,0.688,129.975,190166,190167,4
False,92920,92920,34,0.686,0.659,10,-4.619,1,0.0341,0.101,2.69e-05,0.0833,0.902,136.048,92920,92920,4
False,79000,79000,29,0.579,0.793,2,-3.878,1,0.168,0.121,5.48e-05,0.0184,0.961,123.578,79000,79000,4
False,203773,203774,35,0.768,0.877,0,-5.841,1,0.0709,0.263,8.56e-06,0.708,0.743,106.002,203773,203774,4
False,168626,168627,7,0.87,0.473,8,-8.612,1,0.0558,0.559,0.0,0.181,0.567,110.042,168626,168627,4
False,122033,122034,35,0.88,0.396,0,-8.608,1,0.0935,0.162,1.28e-06,0.132,0.857,118.115,122033,122034,4
False,68221,68222,10,0.706,0.546,6,-8.149,1,0.0546,0.07,0.0,0.119,0.961,155.962,68221,68222,4
False,210187,210187,57,0.759,0.796,4,-5.613,1,0.178,0.135,0.000469,0.428,0.445,127.981,210187,210187,4
False,111013,111014,29,0.379,0.822,4,-9.168,1,0.0666,0.0094,3.14e-05,0.35,0.711,181.906,111013,111014,4
False,151996,151996,42,0.756,0.523,2,-10.468,1,0.368,0.459,0.0,0.195,0.962,82.066,151996,151996,4
False,165320,165320,30,0.881,0.524,5,-9.464,0,0.129,0.00145,0.0,0.422,0.805,132.942,165320,165320,4
False,150008,150008,32,0.634,0.528,11,-9.437,1,0.0445,0.000986,0.0,0.0674,0.557,127.912,150008,150008,4
False,186427,186428,27,0.838,0.592,2,-5.507,1,0.0662,0.165,0.0,0.0838,0.702,135.918,186427,186428,4
False,103291,103292,54,0.87,0.508,2,-8.356,1,0.181,0.672,0.0,0.0703,0.625,75.043,103291,103292,3
False,143226,143227,9,0.639,0.781,7,-6.319,1,0.077,0.111,0.0,0.0666,0.687,159.835,143226,143227,4
False,196041,196041,27,0.874,0.734,0,-3.07,1,0.0757,0.0839,0.0,0.0305,0.948,127.953,196041,196041,4
False,87560,87560,32,0.585,0.909,7,-3.243,1,0.0687,0.0328,0.0,0.16,0.877,167.979,87560,87560,4
False,150000,150000,7,0.522,0.444,0,-7.8,1,0.0417,0.833,6.44e-06,0.214,0.708,189.712,150000,150000,4
False,92918,92919,7,0.631,0.912,5,-5.806,1,0.125,0.0453,1.36e-06,0.24,0.924,110.199,92918,92919,4
False,104187,104187,9,0.46,0.704,7,-5.501,1,0.0498,0.00655,0.000173,0.0988,0.731,161.885,104187,104187,4
False,163973,163973,25,0.688,0.497,11,-7.594,0,0.161,0.581,0.0,0.0686,0.806,184.713,163973,163973,4
False,82968,82969,22,0.938,0.734,0,-7.546,1,0.286,0.45,0.000248,0.0928,0.858,127.943,82968,82969,4
False,198921,198922,31,0.735,0.966,9,-7.767,1,0.0396,0.0354,0.0443,0.0429,0.908,130.777,198921,198922,4
False,88186,88187,23,0.76,0.696,7,-6.656,1,0.0471,0.442,6.14e-06,0.0729,0.94,162.014,88186,88187,4
False,97200,97200,47,0.663,0.786,9,-6.416,1,0.376,0.544,0.0,0.295,0.587,166.748,97200,97200,4
False,206373,206373,38,0.741,0.391,0,-9.578,1,0.0328,0.352,0.0,0.0873,0.912,85.98,206373,206373,4
False,206440,206440,23,0.628,0.872,11,-5.737,0,0.046,0.0582,0.0,0.238,0.932,120.011,206440,206440,4
False,205133,205133,31,0.698,0.737,9,-6.31,0,0.0863,0.000479,0.0,0.491,0.469,129.961,205133,205133,4
False,109735,109736,3,0.904,0.481,8,-8.467,1,0.281,0.0182,6.06e-06,0.119,0.469,111.95,109735,109736,4
False,114211,114211,59,0.663,0.865,0,-4.925,1,0.119,0.0954,0.000173,0.255,0.939,149.95,114211,114211,4
False,164070,164071,22,0.824,0.778,11,-6.545,0,0.0826,0.101,0.358,0.0861,0.716,112.991,164070,164071,4
False,117136,117137,54,0.823,0.576,6,-7.225,1,0.0907,0.0292,0.000109,0.0465,0.943,131.97,117136,117137,4
False,101720,101720,10,0.714,0.387,4,-13.295,0,0.502,0.535,7.9e-05,0.104,0.62,90.972,101720,101720,4
False,101306,101307,40,0.808,0.4,7,-11.839,1,0.286,0.767,0.000156,0.0631,0.837,89.093,101306,101307,4
False,125333,125333,45,0.658,0.716,9,-7.983,1,0.132,0.0432,0.0,0.113,0.555,173.976,125333,125333,4
False,78947,78948,22,0.679,0.459,0,-6.341,1,0.0317,0.465,0.0,0.211,0.91,170.022,78947,78948,3
False,71440,71440,38,0.744,0.415,2,-11.241,1,0.42,0.693,0.0,0.0467,0.703,177.984,71440,71440,4
False,59534,59534,15,0.631,0.414,4,-10.188,0,0.96,0.439,0.0,0.368,0.389,169.808,59534,59534,4
False,205946,205946,31,0.55,0.559,7,-8.046,1,0.0937,0.00279,0.000302,0.227,0.33,124.78,205946,205946,4
False,132088,132088,22,0.636,0.882,5,-4.494,1,0.0409,0.12,0.0,0.195,0.822,120.956,132088,132088,4
False,90373,90373,49,0.872,0.842,0,-8.916,0,0.237,0.457,5.61e-06,0.0692,0.877,96.091,90373,90373,4
False,164908,164908,32,0.769,0.486,2,-6.605,1,0.0321,0.44,0.0,0.0661,0.85,91.988,164908,164908,4
False,262600,262600,30,0.662,0.392,0,-11.133,0,0.0332,0.913,3.51e-05,0.098,0.614,91.889,262600,262600,3
False,266106,266107,33,0.521,0.503,5,-14.361,1,0.36,0.465,0.0,0.671,0.731,121.891,266106,266107,4
False,213533,213533,56,0.271,0.272,1,-11.263,1,0.0351,0.896,0.0,0.0953,0.322,85.754,213533,213533,5
False,165472,165472,56,0.559,0.754,1,-2.766,0,0.0354,0.242,0.0,0.225,0.38,126.9,165472,165472,4
False,154773,154773,19,0.965,0.443,2,-5.664,1,0.0581,0.0624,0.0,0.0388,0.961,104.014,154773,154773,4
False,113306,113307,49,0.732,0.281,9,-14.524,1,0.112,0.892,6.74e-05,0.0641,0.808,166.784,113306,113307,4
False,231306,231307,35,0.737,0.442,4,-7.131,0,0.0439,0.56,0.0,0.105,0.491,115.917,231306,231307,4
False,200411,200411,42,0.78,0.38,2,-7.317,0,0.0364,0.975,3.82e-05,0.119,0.731,107.992,200411,200411,4
False,266026,266027,43,0.539,0.277,2,-10.099,1,0.0401,0.794,0.0,0.0889,0.41,179.78,266026,266027,4
False,230080,230080,4,0.721,0.519,9,-10.037,1,0.0921,0.151,2.8e-06,0.365,0.593,130.162,230080,230080,4
False,195680,195680,51,0.625,0.85,5,-3.917,0,0.0311,0.0956,2.21e-06,0.0579,0.914,140.006,195680,195680,4
False,229030,229031,41,0.721,0.859,2,-5.486,1,0.0587,0.0693,0.00508,0.348,0.406,96.992,229030,229031,4
False,239230,239230,28,0.765,0.355,0,-12.807,0,0.0457,0.84,0.00551,0.105,0.492,116.938,239230,239230,4
False,189453,189453,28,0.687,0.59,11,-8.235,0,0.0926,0.0909,0.0,0.109,0.64,124.017,189453,189453,4
False,168840,168840,31,0.467,0.625,9,-8.953,1,0.0289,0.691,0.0,0.148,0.839,84.619,168840,168840,4
False,225253,225253,42,0.467,0.302,5,-10.322,0,0.0291,0.788,0.00065,0.36,0.18,88.15,225253,225253,4
False,168266,168267,36,0.798,0.314,11,-14.386,1,0.0685,0.719,0.0,0.072,0.971,124.051,168266,168267,4
False,199009,199009,32,0.682,0.781,3,-4.114,1,0.0307,0.161,0.0,0.211,0.63,125.958,199009,199009,4
False,177960,177960,24,0.764,0.567,4,-6.433,1,0.0632,0.754,0.0,0.346,0.962,119.944,177960,177960,4
False,155760,155760,8,0.565,0.671,4,-8.171,1,0.0279,0.883,0.951,0.221,0.925,129.219,155760,155760,4
False,169973,169973,6,0.687,0.393,0,-13.377,1,0.0413,0.743,0.00206,0.0695,0.806,108.955,169973,169973,4
False,262986,262987,16,0.687,0.598,0,-8.174,1,0.0663,0.32,0.0,0.18,0.37,104.997,262986,262987,4
False,194973,194973,23,0.676,0.575,2,-5.872,1,0.0427,0.466,0.0,0.273,0.383,141.808,194973,194973,4
False,191080,191080,26,0.611,0.829,6,-6.834,0,0.0382,0.0514,1.17e-05,0.372,0.643,75.046,191080,191080,4
False,156613,156613,43,0.795,0.57,10,-6.708,1,0.0473,0.571,0.0,0.0915,0.894,124.92,156613,156613,4
False,230946,230947,42,0.772,0.86,0,-6.515,1,0.0893,0.312,0.0,0.0499,0.795,97.02,230946,230947,4
False,171400,171400,5,0.529,0.274,9,-13.544,1,0.124,0.726,1.45e-05,0.365,0.31,168.101,171400,171400,4
False,189560,189560,26,0.654,0.354,2,-10.528,1,0.471,0.927,0.0,0.164,0.49,141.521,189560,189560,4
False,40533,40533,8,0.871,0.946,0,-5.553,1,0.0619,0.453,0.000117,0.103,0.907,93.601,40533,40533,4
False,171266,171267,5,0.605,0.586,1,-6.029,0,0.0983,0.396,0.0,0.0564,0.824,175.928,171266,171267,4
False,195494,195495,45,0.551,0.613,7,-7.598,1,0.0589,0.537,0.0,0.122,0.505,91.106,195494,195495,4
